2025-04-24T09:09:31.424Z,46.9147700189186,50.72,59.94005994005994,75.67
2025-04-24T09:09:32.424Z,57.04310098079299,61.67,59.94005994005994,89.94
2025-04-24T09:09:33.424Z,48.51646613480482,52.93,59.92808629537395,89.92
2025-04-24T09:09:34.424Z,37.151412010946025,40.35,59.958029380148645,89.09
2025-04-24T09:09:35.424Z,38.45835494001867,41.77,59.958029380148645,89.93
2025-04-24T09:09:36.424Z,39.6618797687111,43.07,59.91611743523354,89.11
2025-04-24T09:09:37.424Z,40.91445113125619,44.43,59.91611743523354,89.93
2025-04-24T09:09:38.424Z,42.245374929760196,45.88,59.95203836859044,89.92
2025-04-24T09:09:39.424Z,43.649587522788266,47.4,59.91611743701668,89.6
2025-04-24T09:09:40.424Z,51.4124247646891,55.84,59.96402158561898,90
2025-04-24T09:09:41.424Z,37.91704383664866,41.18,59.93407252058459,89.63
2025-04-24T09:09:42.424Z,44.296353800809825,48.11,59.94604855594234,90
2025-04-24T09:09:43.424Z,45.61021083293215,49.54,59.93407252058459,89.93
2025-04-24T09:09:44.424Z,52.39200156502106,56.9,59.93407252058459,89.93
2025-04-24T09:09:45.424Z,92.86678326624256,38.4,59.94604855594234,89.93
2025-04-24T09:09:46.424Z,81.78230403692,159.26,48.270313757039425,89.93
2025-04-24T09:09:47.424Z,84.21014243730976,202.06,45.44765944594893,89.92
2025-04-24T09:09:48.424Z,88.07616627571805,273.53,43.55716878402904,89.95
2025-04-24T09:09:49.424Z,80.5642602216596,282.85,45.35147392290249,89.95
2025-04-24T09:09:50.424Z,88.38561518483658,353.34,47.498416718770315,89.91
2025-04-24T09:09:51.424Z,85.40414789893664,382.05,48.285852244365664,89.91
2025-04-24T09:09:52.424Z,84.46215632354419,395.06,48.270313757039425,89.94
2025-04-24T09:09:53.424Z,78.71362292081969,356.3,59.565174229192,89.91
2025-04-24T09:09:54.424Z,80.90912708393797,366.24,60.301507537688444,89.95
2025-04-24T09:09:55.424Z,81.29880582062226,368,59.95802937836301,89.93
2025-04-24T09:09:56.424Z,81.73584446765206,369.98,59.94005994005994,89.94
2025-04-24T09:09:57.424Z,83.9683040779079,380.09,59.93407252058459,89.93
2025-04-24T09:09:58.424Z,78.89407524658428,357.12,59.92210126763775,89.93
2025-04-24T09:09:59.424Z,79.42634754526658,359.53,59.958029380148645,89.94
2025-04-24T09:10:00.424Z,99.08765446482477,354.87,59.94005994005994,77.83
2025-04-24T09:10:01.424Z,98.36681798348302,355.24,59.91611743523354,73.97
2025-04-24T09:10:02.424Z,98.23964546816435,354.79,59.952038370375725,71.11
2025-04-24T09:10:03.424Z,98.55734278146632,355.94,59.94005994005994,73.83
2025-04-24T09:10:04.424Z,90.11395319855977,464.16,52.03816131830009,76.82
2025-04-24T09:10:05.424Z,83.72912159612792,385.98,56.401579245166886,77.85
2025-04-24T09:10:06.424Z,84.27858025441392,388.72,59.934072518800384,77.83
2025-04-24T09:10:07.424Z,84.84448316152402,391.33,59.97001499250374,89.62
2025-04-24T09:10:08.424Z,85.3491081424438,393.66,59.94005994005994,90
2025-04-24T09:10:09.424Z,87.17828330832306,434.05,53.125553390900784,89.95
2025-04-24T09:10:10.424Z,89.96133037307004,458.78,55.63798219707577,89.93
2025-04-24T09:10:11.424Z,90.3593621269372,460.81,59.94005994005994,89.93
2025-04-24T09:10:12.424Z,88.9747989652256,453.84,59.94005994005994,89.92
2025-04-24T09:10:13.424Z,89.34686779732802,455.74,59.94604855594234,89.95
2025-04-24T09:10:14.424Z,89.69356656958473,457.51,59.90415335498908,89.93
2025-04-24T09:10:15.424Z,87.32486146181546,445.43,59.94604855594234,89.91
2025-04-24T09:10:16.424Z,87.66897048908153,447.19,59.94005994005994,89.94
2025-04-24T09:10:17.424Z,90.07738031587998,459.48,59.94604855594234,89.93
2025-04-24T09:10:18.424Z,90.42231185504352,461.24,59.958029380148645,82.33
2025-04-24T09:10:19.424Z,84.11344032616887,419.31,59.934072518800384,86.79
2025-04-24T09:10:20.424Z,83.95239427484263,418.5,58.956470471598486,89.93
2025-04-24T09:10:21.424Z,86.82894355938568,432.84,59.92210126942125,89.96
2025-04-24T09:10:22.424Z,86.26149223483468,430.02,59.60659646369489,89.93
2025-04-24T09:10:23.424Z,86.4885863930195,431.15,61.23698714135028,83.51
2025-04-24T09:10:24.424Z,86.78405306970909,432.63,59.97600959759091,86.06
2025-04-24T09:10:25.424Z,87.05038151268859,433.96,59.94005994005994,89.93
2025-04-24T09:10:26.424Z,84.09614974847109,419.23,59.934072518800384,89.93
2025-04-24T09:10:27.424Z,84.31453596693036,420.32,59.94604855772727,89.94
2025-04-24T09:10:28.424Z,99.08920944144457,417.9,59.92210126763775,89.9
2025-04-24T09:10:29.424Z,99.53305091697041,418.28,59.95203836859044,89.94
2025-04-24T09:10:30.424Z,98.89955318536617,418.59,59.92210126942125,89.93
